Name,Ratings,Header,Date,Product_Details,Review,Helpful
Bosco,1,Customer care service very worst,11 August 2022,Pattern name: 2K Android SeriesSize name: 43 inches,I have purchased before 2 months.but now tv did not on.1 year quranty given.but no response s.7 days suffering from this issue.,One person found this helpful
Devi Pothina,5,Super,2 February 2022,Pattern name: 2K Android SeriesSize name: 32 inches,I like this Product Because There Has All Features And Update Version,
Babu,2,WiFi issues and auto restarts,13 February 2022,Pattern name: 2K Android SeriesSize name: 32 inches,The picture and sound quality is good. But the WiFi reception is really bad and often it shows no internet. Also the TV restarts on its own frequently. Serious quality control issues. When it works it works fine.,One person found this helpful
Amazon Customer,5,TV Size and features are very impressive,12 November 2021,Pattern name: 4K Android SeriesSize name: 50 inches,The main thing in Xioami TVs are Patchwall. It is an excellent feature and also the size of tv also very interesting. Nice TV thanks to Amazon and Redmi,
Rakshit Raikar,5,"Best budget TV for 50""",11 July 2021,Pattern name: 4K Android SeriesSize name: 50 inches,,One person found this helpful
Vinayak Parab,5,Awesome Android TV,21 February 2022,Pattern name: 4K Android SeriesSize name: 50 inches,"Under 30k segment...best 4k 50"" tv 👍👍👍👍",One person found this helpful
Pradeep Kumar,4,Nice product,9 August 2021,Pattern name: 4K Android SeriesSize name: 50 inches,,
mani,5,Good,12 April 2022,Pattern name: 4K Android SeriesSize name: 55 inches,,
Shubham kumar,5,Experience very nice,19 February 2022,Pattern name: 2K Android SeriesSize name: 43 inches,Nice experience ☺️ i m very happy,
Gopi,5,Super TV.,28 December 2021,Pattern name: 2K Android SeriesSize name: 32 inches,Super TV. Picture quality is OK this price range but sound quality is sooo much I impressed. Like a hometheatre effect..,
Raj gharat,5,I got this 11800 rupies this is excellent tv and patchwall is owesome,8 March 2022,Pattern name: 2K Android SeriesSize name: 32 inches,,One person found this helpful
A N Mohanty,5,Value for money.,11 February 2022,Pattern name: 2K Android SeriesSize name: 32 inches,Functioning quite well from installation from last 20 days.,
Pushpa p,5,Good product,29 December 2021,Pattern name: 2K Android SeriesSize name: 43 inches,"Loved it, all features and quality 👌  for a smart TV.. highly recommend this TV at such a good price",
Faiz mj,5,Awesome product,31 January 2022,Pattern name: 4K Android SeriesSize name: 50 inches,"Picture quality, Sound quality and all are awesome. Blindly go for it",
Koushik Y,1,Not functioning properly,30 September 2022,Pattern name: 2K Android SeriesSize name: 32 inches,,
Gaurav,5,The best tv in this price,13 December 2021,Pattern name: 4K Android SeriesSize name: 50 inches,"I am using for 2 months, I have not seen any problem. overall the best tv in this price range. You can go for it.",One person found this helpful
Pradeep,5,I love it,29 December 2021,Pattern name: 4K Android SeriesSize name: 50 inches,"It’s been three months I am using it, very good picture quality and awesome sound system. It is a great purchase.",
Amol Ambuskar,5,Product was awesome,5 March 2022,Pattern name: 2K Android SeriesSize name: 32 inches,Product was awesome,One person found this helpful
malkiat singh,5,Great Experience,15 July 2021,Pattern name: 4K Android SeriesSize name: 55 inches,Really a great experience to watch this TV video quality is owsm sound is little bit disappointing but not so bad. Connectivity is upto mark. Overall it's a good experience to by it. You should really go for it. One more don't go after the YouTube review's it's all rubbish.,
Mukesh,2,Average,21 May 2022,Pattern name: 4K Android SeriesSize name: 50 inches,Worth for money,
RGP,3,Good,19 November 2021,Pattern name: 2K Android SeriesSize name: 32 inches,"Sofar, I didn't connect with any dish. Otherwise good.",
Bindu Sagar N,4,Worth buying but have a soundbar,26 June 2021,Pattern name: 4K Android SeriesSize name: 50 inches,Good picture quality but very poor on sound.,
Amazon Customer,4,Ok,12 September 2021,Pattern name: 4K Android SeriesSize name: 50 inches,,
JC,5,Very good 50 inch tv in budget price.,21 August 2021,Pattern name: 4K Android SeriesSize name: 50 inches,Had a lot of confusion before deciding on the tv brand and was worried whether to go with some of the Chinese brands. But Redmi was a good choice. It's been a month and picture quality and sound are good. Happy customer,
Shiva Perumal,5,Best TV for better price,4 January 2022,Pattern name: 4K Android SeriesSize name: 50 inches,"The quality is really good, go for it without any hesitation. Used for 15 days, so far so good.",One person found this helpful
Amazon Customer,3,Connectivity issue,1 November 2021,Pattern name: 4K Android SeriesSize name: 50 inches,There was an issue while connecting sound bar with HDMI cable,
Durgesh nandan,1,Worst TV,26 June 2022,Pattern name: 4K Android SeriesSize name: 43 inches,I bought of 8th June and tv is not working from past few days. Though of getting a replacement or returning it back but there is no way from amazon to do soMI service centre peoples are telling the mother board is gone. Did the amazon started selling products with low quality. A question to be asked to amazon,One person found this helpful
Sai,5,Best 43 inch,25 February 2022,Pattern name: 2K Android SeriesSize name: 43 inches,Best 43 inch Android tv,One person found this helpful
Pavan,2,No one came for installation of TV,29 December 2021,Pattern name: 2K Android SeriesSize name: 43 inches,TV is good in all features but as committed at the time of purchase that installation of TV is added.No one came for installation of product and there is no provision to connect with anybody to ask for installation.Happy with product but not satisfied with after service of product.,
john ponnu,1,Pathetic TV,29 July 2022,Pattern name: 4K Android SeriesSize name: 50 inches,Received defective TV out of the box and denied refund and now they are scheduling a tech visit. This is wasting my time and patience.This review will be removed for sure since it's against Amazon and Redmi,One person found this helpful
Ra one,5,Amazing !!!!!!!,23 October 2021,Pattern name: 4K Android SeriesSize name: 55 inches,"Nice TV with best quality pictures, above average sound, best in connectivity, speed at this price..... Value for money but should always keep it under warranty get insured by mi service",
Aafrin,5,Good pic quality,18 February 2022,Pattern name: 4K Android SeriesSize name: 50 inches,,
rangarajan,1,Worst product & Worst Seller,20 May 2022,Pattern name: 2K Android SeriesSize name: 32 inches,"Bought the tv and got delivered in 2 days only to realise there is no remote in the box and the tv looked like refurbished.Ordered a replacement through Amazon. Replacement arrived, we installed the TV and now the TV wont boot! It stuck at the Android logo. Installation team has no answer, amazon has no answer. Spoke to redmi customer care, they say motherboard is faulty. Not to order a motherboard it will take a week and has to be repaired and no replacement will be provided.This is the first and last time I will buy any MI product.",
SIVARAJ COTTON,4,Good,15 August 2021,Pattern name: 4K Android SeriesSize name: 55 inches,Like,
meghs,4,Worth the Money,21 July 2021,Pattern name: 4K Android SeriesSize name: 50 inches,"Good, value for money",
Nilesh,5,Awesome!!!,30 December 2021,Pattern name: 4K Android SeriesSize name: 50 inches,Writing review after using tv for 3 months... Good picture & sound quality. Voice recognition is good... Value for money...,
GURNIVAAZ SINGH,5,Awesome Android 11 TV,10 March 2022,Pattern name: 2K Android SeriesSize name: 43 inches,Awesome,One person found this helpful
manoj chauhan,5,Excellent,3 April 2022,Pattern name: 4K Android SeriesSize name: 50 inches,,
subash. s.,4,Picture quality is Good.,29 June 2021,Pattern name: 4K Android SeriesSize name: 50 inches,But cast screeen  is not working properly,
Andy,2,Worst product,22 December 2021,Pattern name: 2K Android SeriesSize name: 32 inches,"Friends don't buy this product,big claim about wifi but worst connectivity...u have to switch off TV set every now and then to connect to wifi...... worst....Android 11 is stretegy...also be careful while buying from Amazon.... like other websites Amazon has no return policy..... Flipkart is the best in every manner..... don't buy",2 people found this helpful
Divakar,5,Vfm tv,4 January 2022,Pattern name: 4K Android SeriesSize name: 50 inches,Delivery done in time and packaging good. Impressed with picture and sound quality. A value for money product.,One person found this helpful
MEHUL VASAVA,5,Nice,5 February 2022,Pattern name: 4K Android SeriesSize name: 50 inches,Good quality and Good product and great service provide Amazon,
Amazon Customer,5,Amazing Purchase,28 December 2021,Pattern name: 4K Android SeriesSize name: 50 inches,Awesome purchase for 26751/- INR in great Indian sale. Amazing picture quality with good refresh rate. Highly recommend this tv.,
Vijayudu,5,Nice 👍,8 March 2022,Pattern name: 4K Android SeriesSize name: 43 inches,Good,
Private,5,Recommend to buy,1 August 2021,Pattern name: 4K Android SeriesSize name: 65 inches,The tv is prefect in the price range and quality is better than other. Recently due to many price hikes this tv has be become more expensive than tcl and is closer to oneplus and other most expensive tv. Tv is great if purchased under 58k,
dattu,2,Waste of money,26 October 2021,Pattern name: 4K Android SeriesSize name: 50 inches,"For this product i wasted  my money  Below  are the points.1.) The product  will  came late.2.)the installation  guy will  show only tv on and off .3) please  check  chrome  cast on before  him only it was not working  properly. When I a m forwarding  zee, and hot star through chrome  cast it was not working  .Amazon  team is  also not help for this product.",
Usha,5,Nice Product,4 March 2022,Pattern name: 2K Android SeriesSize name: 32 inches,Worth for money,One person found this helpful
Hussain Lokhandwala ,2,Tv defective,23 October 2021,Pattern name: 4K Android SeriesSize name: 50 inches,I bought the TV at the sale first few days was awesome the display and sound but noticed that tv automatically switched off and disconnected from wifi was very irritating.Replaced it with another TV but technician didn't come for 3 days for installationAmazon asked me to install it but on box clearly mentioned that if it's done without mi supervision warranty will be void.After days of deliberation finally got a refundSo overall not worth the headache,3 people found this helpful
Vaidehi mehta,5,best product,15 February 2022,Pattern name: 4K Android SeriesSize name: 65 inches,its a amazing just go for it.....,
RAJENDER,1,"waste of money, useless item",18 August 2022,Pattern name: 4K Android SeriesSize name: 50 inches,,
Aakash,4,Value for money,29 July 2021,Pattern name: 4K Android SeriesSize name: 50 inches,Value for money,
